COD_ERP_DEPARTAMENTO;NOME_DEPARTAMENTO;COD_ERP_SETOR;NOME_SETOR;COD_ERP_GRUPO;NOME_GRUPO;COD_ERP_SUBGRUPO;NOME_SUBGRUPO
A0101;COMBUSTIVEL;A0101001;COMBUSTIVEL;A0101001001;COMBUSTIVEL;A0101001001001;"COMBUSTIVEL DIVERSO"
A0102;LUBRIFICANTE;A0102001;LUBRIFICANTE;A0102001001;LUBRIFICANTE;A0102001001001;LUBRIFICANTE
A0103;ADITIVO;A0103001;ADITIVO;A0103001001;ADITIVO;A0103001001001;ADITIVO
A0104001;FILTRO/EXTINTOR;A0104001001;FILTRO/EXTINTOR;A0104001001001;FILTRO/EXTINTOR;A0104001001001001;FILTRO/EXTINTOR
A0105;FILTRO/EXTINTOR;A0105001001;FILTRO/EXTINTOR;A0105001001001;FILTRO/EXTINTOR;A0105001001001001;FILTRO
A0105;FILTRO/EXTINTOR;A0105001001;FILTRO/EXTINTOR;A0105001001001;FILTRO/EXTINTOR;A0105001001001002;EXTINTOR
A0106;PALHETAS;A0106001;PALHETAS;A0106001001;PALHETAS;A0106001001001;PALHETAS
B0101;FERRAMENTA;B0101001;MARTELO;B0101001001;"MERCADO INTERNO";B0101001001001;"MERCADO INTERNO"
B0101;FERRAMENTA;B0101001;MARTELO;B0101001002;"IMPORTACAO PROPRIA";B0101001002001;"IMPORTACAO PROPRIA"
B0101;FERRAMENTA;B0101002;CHAVE;B0101002001;"MERCADO INTERNO";B0101002001001;"MERCADO INTERNO"
B0101;FERRAMENTA;B0101002;CHAVE;B0101002002;"IMPORTACAO PROPRIA";B0101002002001;"IMPORTACAO PROPRIA"
B0101;FERRAMENTA;B0101003;ALICATE;B0101003001;"MERCADO INTERNO";B0101003001001;"MERCADO INTERNO"
B0101;FERRAMENTA;B0101003;ALICATE;B0101003002;"IMPORTACAO PROPRIA";B0101003002001;"IMPORTACAO PROPRIA"
B0101;FERRAMENTA;B0101004;MORSA;B0101004001;"MERCADO INTERNO";B0101004001001;"MERCADO INTERNO"
B0101;FERRAMENTA;B0101004;MORSA;B0101004002;"IMPORTACAO PROPRIA";B0101004002001;"IMPORTACAO PROPRIA"
B0101;FERRAMENTA;B0101005;"PARAFUSOS/BUCHAS E OUTROS";B0101005001;"PARAFUSOS E BUCHA";B0101005001001;"PARAFUSOS E BUCHA"
B0101;FERRAMENTA;B0101005;"PARAFUSOS/BUCHAS E OUTROS";B0101005002;GRAMPO;B0101005002001;GRAMPO
B0101;FERRAMENTA;B0101005;"PARAFUSOS/BUCHAS E OUTROS";B0101005003;DOBRADICA;B0101005003001;DOBRADICA
B0101;FERRAMENTA;B0101005;"PARAFUSOS/BUCHAS E OUTROS";B0101005004;TARGETA;B0101005004001;TARGETA
B0101;FERRAMENTA;B0101006;LIXA;B0101006001;LIXA;B0101006001001;LIXA
B0101;FERRAMENTA;B0101007;TRENA;B0101007001;"MERCADO INTERNO";B0101007001001;"MERCADO INTERNO"
B0101;FERRAMENTA;B0101007;TRENA;B0101007002;"IMPORTACAO PROPRIA";B0101007002001;"IMPORTACAO PROPRIA"
B0101;FERRAMENTA;B0101008;"CAIXA DE FERRAMENTA";B0101008001;"MERCADO INTERNO";B0101008001001;"MERCADO INTERNO"
B0101;FERRAMENTA;B0101008;"CAIXA DE FERRAMENTA";B0101008002;"IMPORTACAO PROPRIA";B0101008002001;"IMPORTACAO PROPRIA"
B0101;FERRAMENTA;B0101009;RATOEIRA;B0101009001;RATOEIRA;B0101009001001;RATOEIRA
B0101;FERRAMENTA;B0101010;CADEADO;B0101010001;CADEADO;B0101010001001;CADEADO
B0101;FERRAMENTA;B0101011;"REGISTRO GAS";B0101011001;"REGISTRO GAS";B0101011001001;"REGISTRO GAS"
B0101;FERRAMENTA;B0101012;"MANGUEIRA PARA GAS";B0101012001;"MANGUEIRA PARA GAS";B0101012001001;"MANGUEIRA PARA GAS"
B0101;FERRAMENTA;B0101013;EBULIDOR;B0101013001;EBULIDOR;B0101013001001;EBULIDOR
B0101;FERRAMENTA;B0101014;"ACESSORIOS P/PANELA (REPARO)";B0101014001;"ACESSORIOS P/PANELA (REPARO)";B0101014001001;"ACESSORIOS P/PANELA (REPARO)"
B0101;FERRAMENTA;B0101015;PREGO;B0101015001;PREGO;B0101015001001;PREGO
B0101;FERRAMENTA;B0101016;ABRACADEIRA;B0101016001;ABRACADEIRA;B0101016001001;ABRACADEIRA
B0101;FERRAMENTA;B0101017;"PISTOLA P/COLA/REFIL";B0101017001;"PISTOLA P/COLA/REFIL";B0101017001001;"PISTOLA P/COLA/REFIL"
B0101;FERRAMENTA;B0101018;CANIVETE;B0101018001;CANIVETE;B0101018001001;CANIVETE
B0101;FERRAMENTA;B0101019;AVIAMENTOS;B0101019001;AVIAMENTOS;B0101019001001;AVIAMENTOS
B0101;FERRAMENTA;B0101020;"ARAME FARPADO";B0101020001;"ARAME FARPADO";B0101020001001;"ARAME FARPADO"
B0102;HIDRAULICA;B0102001;TORNEIRA;B0102001001;TORNEIRA;B0102001001001;TORNEIRA
B0102;HIDRAULICA;B0102002;REPARO;B0102002001;REPARO;B0102002001001;REPARO
B0102;HIDRAULICA;B0102002;REPARO;B0102002002;"MATERIAIS P/PINTURA";B0102002002001;"MATERIAIS P/PINTURA"
B0102;HIDRAULICA;B0102003;"FILTRO P/AGUA";B0102003001;"FILTRO P/AGUA";B0102003001001;"FILTRO P/AGUA"
B0102;HIDRAULICA;B0102004;"SUPORTE P/GALAO";B0102004001;"SUPORTE P/GALAO";B0102004001001;"SUPORTE P/GALAO"
B0103;AUTOMOTIVO;B0103001;"OLEO E LUBRIFICANTE";B0103001001;"OLEO E LUBRIFICANTE";B0103001001001;"OLEO E LUBRIFICANTE"
B0103;AUTOMOTIVO;B0103002;"ADITIVO RADIADOR";B0103002001;"ADITIVO RADIADOR";B0103002001001;"ADITIVO RADIADOR"
B0103;AUTOMOTIVO;B0103003;"LAVA AUTO";B0103003001;"LAVA AUTO";B0103003001001;"LAVA AUTO"
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001001;PNEU
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001002;VIDRO
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001003;ESTOFADO
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001004;COURO
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001005;TELA
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001006;"LIMPA PARA BRISA"
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001007;"AR CONDICIONADOR"
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001008;MOTOR
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001009;"ANTI EMBACANTE"
B0103;AUTOMOTIVO;B0103004;LIMPADOR;B0103004001;LIMPADOR;B0103004001010;PARACHOQUE
B0103;AUTOMOTIVO;B0103005;SILICONE;B0103005001;SILICONE;B0103005001001;SILICONE
B0103;AUTOMOTIVO;B0103006;POLIMENTO;B0103006001;POLIMENTO;B0103006001001;CERA
B0103;AUTOMOTIVO;B0103006;POLIMENTO;B0103006001;POLIMENTO;B0103006001002;"MASSA POLIDORA"
B0103;AUTOMOTIVO;B0103007;ODORIZANTE;B0103007001;ODORIZANTE;B0103007001001;ODORIZANTE
B0103;AUTOMOTIVO;B0103008;DESENGRIPANTE;B0103008001;DESENGRIPANTE;B0103008001001;DESENGRIPANTE
B0103;AUTOMOTIVO;B0103009;"REPARADOR DE PNEU";B0103009001;"REPARADOR DE PNEU";B0103009001001;"REPARADOR DE PNEU"
B0103;AUTOMOTIVO;B0103010;"FLUIDO DE FREIO";B0103010001;"FLUIDO DE FREIO";B0103010001001;"FLUIDO DE FREIO"
B0103;AUTOMOTIVO;B0103011;"MATERIAIS P/LIMPEZA/CONSERVACAO";B0103011001;"MATERIAIS /LIMPEZA/CONSERVACAO";B0103011001001;LIMPEZA/CONSERVACAO
B0103;AUTOMOTIVO;B0103012;ACESSORIO;B0103012001;ACESSORIO;B0103012001001;ACESSORIO
B0103;AUTOMOTIVO;B0103013;"KIT AUTOMOTIVO";B0103013001;"KIT AUTOMOTIVO";B0103013001001;"KIT AUTOMOTIVO"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001001;"LAMPADA LED";B0104001001001;"LAMPADA LED ESPECIAL"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001001;"LAMPADA LED";B0104001001002;"LAMPADA BULBO"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001001;"LAMPADA LED";B0104001001003;"LAMPADA TUBULAR"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001002;"LAMPADA FLUORESCENTE";B0104001002001;"LAMPADA FLUORESCENTE ESPIRAL"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001002;"LAMPADA FLUORESCENTE";B0104001002002;"LAMPADA FLUORESCENTE 2U"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001002;"LAMPADA FLUORESCENTE";B0104001002003;"LAMPADA FLUORESCENTE 3U"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001002;"LAMPADA FLUORESCENTE";B0104001002004;"LAMPADA FLUORESCENTE 6U"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001002;"LAMPADA FLUORESCENTE";B0104001002005;"LAMPADA ELETRONICA"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001002;"LAMPADA FLUORESCENTE";B0104001002006;"LAMPADA FLUORESCENTE TUBOLAR"
B0104;ELETRICOS;B0104001;LAMPADA;B0104001003;HALOGENA;B0104001003001;42W
B0104;ELETRICOS;B0104001;LAMPADA;B0104001003;HALOGENA;B0104001003002;70W
B0104;ELETRICOS;B0104001;LAMPADA;B0104001003;HALOGENA;B0104001003003;120W
B0104;ELETRICOS;B0104001;LAMPADA;B0104001004;GELADEIRA/FOGAO;B0104001004001;GELADEIRA/FOGAO
B0104;ELETRICOS;B0104002;"LUMINARIA DE EMERGENCIA";B0104002001;"LUMINARIA DE EMERGENCIA";B0104002001001;"LUMINARIA DE EMERGENCIA"
B0104;ELETRICOS;B0104003;CHUVEIRO;B0104003001;CHUVEIRO;B0104003001001;ELETRONICO
B0104;ELETRICOS;B0104003;CHUVEIRO;B0104003001;CHUVEIRO;B0104003001002;COMUM
B0104;ELETRICOS;B0104004;"TORNEIRA ELETRICA";B0104004001;"TORNEIRA ELETRICA";B0104004001001;"TORNEIRA ELETRICA"
B0104;ELETRICOS;B0104005;RESISTENCIA;B0104005001;RESISTENCIA;B0104005001001;RESISTENCIA
B0104;ELETRICOS;B0104006;PILHA;B0104006001;GRANDE;B0104006001001;COMUM
B0104;ELETRICOS;B0104006;PILHA;B0104006001;GRANDE;B0104006001002;ALCALINA
B0104;ELETRICOS;B0104006;PILHA;B0104006002;MEDIA;B0104006002001;COUMUM
B0104;ELETRICOS;B0104006;PILHA;B0104006002;MEDIA;B0104006002002;ALCALINA
B0104;ELETRICOS;B0104006;PILHA;B0104006003;PEQUENA;B0104006003001;COMUM
B0104;ELETRICOS;B0104006;PILHA;B0104006003;PEQUENA;B0104006003002;ALCALINA
B0104;ELETRICOS;B0104006;PILHA;B0104006004;PALITO;B0104006004001;COUMUM
B0104;ELETRICOS;B0104006;PILHA;B0104006004;PALITO;B0104006004002;ALCALINA
B0104;ELETRICOS;B0104006;PILHA;B0104006005;CONTROLE;B0104006005001;COMUM
B0104;ELETRICOS;B0104006;PILHA;B0104006005;CONTROLE;B0104006005002;ALCALINA
B0104;ELETRICOS;B0104007;LANTERNA;B0104007001;"MERCADO INTERNO";B0104007001001;"MERCADO INTERNO"
B0104;ELETRICOS;B0104007;LANTERNA;B0104007002;"IMPORTACAO PROPRIA";B0104007002001;"IMPORTACAO PROPRIA"
B0104;ELETRICOS;B0104008;"ACESSORIOS ELETRICOS";B0104008001;"ACESSORIOS ELETRICOS";B0104008001001;"ACESSORIOS ELETRICOS"
B0104;ELETRICOS;B0104009;BATERIA;B0104009001;BATERIA;B0104009001001;COMUM
B0104;ELETRICOS;B0104009;BATERIA;B0104009001;BATERIA;B0104009001002;ALCALINA
B0105;PAPELARIA;B0105001;CADERNO;B0105001001;CADERNO;B0105001001001;CADERNO
B0105;PAPELARIA;B0105002;AGENDA;B0105002001;AGENDA;B0105002001001;AGENDA
B0105;PAPELARIA;B0105003;CANETA;B0105003001;CANETA;B0105003001001;HIDROGRAFICA
B0105;PAPELARIA;B0105003;CANETA;B0105003001;CANETA;B0105003001002;ESFEROGRAFICA
B0105;PAPELARIA;B0105004;LAPIS;B0105004001;LAPIS;B0105004001001;LAPIS
B0105;PAPELARIA;B0105005;BORRACHA;B0105005001;BORRACHA;B0105005001001;BORRACHA
B0105;PAPELARIA;B0105006;"GIZ DE CERA";B0105006001;"GIZ DE CERA";B0105006001001;"GIZ DE CERA"
B0105;PAPELARIA;B0105007;LAPISEIRA;B0105007001;LAPISEIRA;B0105007001001;LAPISEIRA
B0105;PAPELARIA;B0105008;GRAFITE;B0105008001;GRAFITE;B0105008001001;GRAFITE
B0105;PAPELARIA;B0105009;ESTOJO;B0105009001;ESTOJO;B0105009001001;ESTOJO
B0105;PAPELARIA;B0105010;"TINTA GUACHE";B0105010001;"TINTA GUACHE";B0105010001001;"TINTA GUACHE"
B0105;PAPELARIA;B0105011;"MASSA DE MODELAR";B0105011001;"MASSA DE MODELAR";B0105011001001;"MASSA DE MODELAR"
B0105;PAPELARIA;B0105012;REGUA;B0105012001;REGUA;B0105012001001;REGUA
B0105;PAPELARIA;B0105013;APONTADOR;B0105013001;APONTADOR;B0105013001001;APONTADOR
B0105;PAPELARIA;B0105014;COMPASSO;B0105014001;COMPASSO;B0105014001001;COMPASSO
B0105;PAPELARIA;B0105015;GRAMPEADOR;B0105015001;GRAMPEADOR;B0105015001001;GRAMPEADOR
B0105;PAPELARIA;B0105016;CLIPS;B0105016001;CLIPS;B0105016001001;CLIPS
B0105;PAPELARIA;B0105017;GRAMPO;B0105017001;GRAMPO;B0105017001001;GRAMPO
B0105;PAPELARIA;B0105018;FITA;B0105018001;FITA;B0105018001001;FITA
B0105;PAPELARIA;B0105019;COLA;B0105019001;COLA;B0105019001001;COLA
B0105;PAPELARIA;B0105020;CORRETIVO;B0105020001;CORRETIVO;B0105020001001;CORRETIVO
B0105;PAPELARIA;B0105021;"DESTACA TEXTO";B0105021001;"DESTACA TEXTO";B0105021001001;"DESTACA TEXTO"
B0105;PAPELARIA;B0105022;CARTOLINA;B0105022001;CARTOLINA;B0105022001001;CARTOLINA
B0105;PAPELARIA;B0105023;ENVELOPE;B0105023001;ENVELOPE;B0105023001001;ENVELOPE
B0105;PAPELARIA;B0105024;ETIQUETA/BLOCO;B0105024001;ETIQUETA/BLOCO;B0105024001001;ETIQUETA/BLOCO
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001001;CREPOM
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001002;DOBRADURA
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001003;CELOFANE
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001004;ALMACO
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001005;SULFITE
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001006;LAMINADO
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001007;ECTOGRAFICO
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001008;E.V.A
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001009;"FOLHAS P/COLORIR"
B0105;PAPELARIA;B0105025;PAPEL;B0105025001;PAPEL;B0105025001010;PRESENTE
B0105;PAPELARIA;B0105026;BARBANTE;B0105026001;BARBANTE;B0105026001001;BARBANTE
B0105;PAPELARIA;B0105027;TESOURA;B0105027001;TESOURA;B0105027001001;TESOURA
B0105;PAPELARIA;B0105028;"KIT ESCOLAR";B0105028001;"KIT ESCOLAR";B0105028001001;"KIT ESCOLAR"
B0105;PAPELARIA;B0105029;DICIONARIO;B0105029001;DICIONARIO;B0105029001001;DICIONARIO
B0105;PAPELARIA;B0105030;PASTA;B0105030001;PASTA;B0105030001001;PASTA
B0105;PAPELARIA;B0105031;LANCHEIRA;B0105031001;"MERCADO INTERNO";B0105031001001;"MERCADO INTERNO"
B0105;PAPELARIA;B0105031;LANCHEIRA;B0105031002;"IMPORTACAO PROPRIA";B0105031002001;"IMPORTACAO PROPRIA"
B0105;PAPELARIA;B0105032;MOCHILA;B0105032001;"MERCADO INTERNO";B0105032001001;"MERCADO INTERNO"
B0105;PAPELARIA;B0105032;MOCHILA;B0105032002;"IMPORTACAO PROPRIA";B0105032002001;"IMPORTACAO PROPRIA"
B0105;PAPELARIA;B0105033;"PORTA CANETA/LAPIS";B0105033001;"MERCADO INTERNO";B0105033001001;"MERCADO INTERNO"
B0105;PAPELARIA;B0105033;"PORTA CANETA/LAPIS";B0105033002;"IMPORTACAO PROPRIA";B0105033002001;"IMPORTACAO PROPRIA"
B0105;PAPELARIA;B0105034;"CESTO PARA PAPEL";B0105034001;"MERCADO INTERNO";B0105034001001;"MERCADO INTERNO"
B0105;PAPELARIA;B0105034;"CESTO PARA PAPEL";B0105034002;"IMPORTACAO PROPRIA";B0105034002001;"IMPORTACAO PROPRIA"
B0105;PAPELARIA;B0105035;REVISTA;B0105035001;REVISTA;B0105035001001;REVISTA
B0105;PAPELARIA;B0105036;JORNAL;B0105036001;JORNAL;B0105036001001;JORNAL
B0105;PAPELARIA;B0105037;LIVRO;B0105037001;LIVRO;B0105037001001;LIVRO
B0106;PUERICULTURA;B0106001;CHUPETA;B0106001001;CHUPETA;B0106001001001;CHUPETA
B0106;PUERICULTURA;B0106002;MAMADEIRA;B0106002001;MAMADEIRA;B0106002001001;MAMADEIRA
B0106;PUERICULTURA;B0106003;"BICO MAMADEIRA";B0106003001;"BICO MAMADEIRA";B0106003001001;"BICO MAMADEIRA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004001;PRATOS;B0106004001001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004001;PRATOS;B0106004001002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004002;COPO;B0106004002001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004002;COPO;B0106004002002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004003;CABIDE;B0106004003001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004003;CABIDE;B0106004003002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004004;SHAKEIRA/CANECA;B0106004004001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004004;SHAKEIRA/CANECA;B0106004004002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004005;"ESCOVA DE LAVAR";B0106004005001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004005;"ESCOVA DE LAVAR";B0106004005002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004006;"PORTA CHUPETA";B0106004006001;"PORTA CHUPETA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004007;MORDEDORES;B0106004007001;MORDEDORES
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004008;CHOCALHO;B0106004008001;CHOCALHO
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004009;"ASPIRADOR NASAL";B0106004009001;"ASPIRADOR NASAL"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004010;BANHEIRA;B0106004010001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004010;BANHEIRA;B0106004010002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004011;"ASSENTO REDUTOR";B0106004011001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004011;"ASSENTO REDUTOR";B0106004011002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004012;SABONETEIRA;B0106004012001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004012;SABONETEIRA;B0106004012002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004013;TRONINHO;B0106004013001;TRONINHO
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004014;COLHER;B0106004014001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004014;COLHER;B0106004014002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004015;"POTE PAPINHA/DOSADORES";B0106004015001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004015;"POTE PAPINHA/DOSADORES";B0106004015002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004016;"PORTA ALGODAO/ COTONETES";B0106004016001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004016;"PORTA ALGODAO/ COTONETES";B0106004016002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004017;"CAIXA BOX BABY";B0106004017001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004017;"CAIXA BOX BABY";B0106004017002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004018;OFURO;B0106004018001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004018;OFURO;B0106004018002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004019;"PORTA LANCHE/MAMADEIRA";B0106004019001;"MERCADO INTERNO"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004019;"PORTA LANCHE/MAMADEIRA";B0106004019002;"IMPORTACAO PROPRIA"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004020;SEGURANCA/PASSEIO;B0106004020001;SEGURANCA/PASSEIO
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004021;TERMOMETRO;B0106004021001;TERMOMETRO
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004022;ALIMENTADOR;B0106004022001;ALIMENTADOR
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004023;MOSQUITEIRO;B0106004023001;MOSQUITEIRO
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004024;"ESCOVA/PENTE INFANTIL";B0106004024001;"ESCOVA/PENTE INFANTIL"
B0106;PUERICULTURA;B0106004;"ACESSORIOS  PUERICULTURA";B0106004025;"DENTAL CASE";B0106004025001;"DENTAL CASE"
B0107;"TEXTIL BEBE";B0107001;BABADOR;B0107001001;BABADOR;B0107001001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107001;BABADOR;B0107001001;BABADOR;B0107001001002;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107002;"TOALHA DE BANHO";B0107002001;"TOALHA DE BANHO";B0107002001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107002;"TOALHA DE BANHO";B0107002001;"TOALHA DE BANHO";B0107002001002;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107003;BABITA;B0107003001;BABITA;B0107003001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107003;BABITA;B0107003001;BABITA;B0107003001002;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107004;TRAVESSEIRO;B0107004001;TRAVESSEIRO;B0107004001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107004;TRAVESSEIRO;B0107004001;TRAVESSEIRO;B0107004001002;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107005;ROUPAO;B0107005001;ROUPAO;B0107005001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107005;ROUPAO;B0107005001;ROUPAO;B0107005001002;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107006;CUERO;B0107006001;CUERO;B0107006001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107006;CUERO;B0107006001;CUERO;B0107006001002;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107007;PANTUFA;B0107007001;PANTUFA;B0107007001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107007;PANTUFA;B0107007001;PANTUFA;B0107007001002;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107008;MEIA;B0107008001;MEIA;B0107008001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107008;MEIA;B0107008001;MEIA;B0107008001002;IMPORTACAO
B0107;"TEXTIL BEBE";B0107009;COBERTOR;B0107009001;COBERTOR/MANTA;B0107009001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107009;COBERTOR;B0107009001;COBERTOR/MANTA;B0107009001002;IMPORTACAO
B0107;"TEXTIL BEBE";B0107010;CHINELO/SANDALIA;B0107010001;"MERCADO INTERNO";B0107010001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107010;CHINELO/SANDALIA;B0107010002;"IMPORTACAO PROPRIA";B0107010002001;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107011;SACOLA/BOLSA;B0107011001;"MERCADO INTERNO";B0107011001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107011;SACOLA/BOLSA;B0107011002;"IMPORTACAO PROPRIA";B0107011002001;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107012;FRASQUEIRA;B0107012001;"MERCADO INTERNO";B0107012001001;"MERCADO INTERNO"
B0107;"TEXTIL BEBE";B0107012;FRASQUEIRA;B0107012002;"IMPORTACAO PROPRIA";B0107012002001;"IMPORTACAO PROPRIA"
B0107;"TEXTIL BEBE";B0107013;"FRALDA DE TECIDO";B0107013001;"FRALDA DE TECIDO";B0107013001001;"FRALDA DE TECIDO"
B0107;"TEXTIL BEBE";B0107014;"OUTROS ACESSORIOS (BEBE)";B0107014001;"OUTROS ACESSORIOS (BEBE)";B0107014001001;"OUTROS ACESSORIOS (BEBE)"
B0108;TEXTIL;B0108001;TOALHA;B0108001001;MESA;B0108001001001;QUADRADA
